Airdate,Animation,Animation Supervisor,Copyright year,Creative,Episode ?,Guest(s),Line Producer,Main,Next,Previous,Production code,Running time,Season ?,Sister episode(s),Storyboard,Storyboard Artist(s),Supervising,Supervising Producer(s),Technical,U.S. premiere time (ET),U.S. viewers (millions),Writer(s),characters,title
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 39,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 70,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 60,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 46,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 9,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Fred,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 37B,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Dodo,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 7,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Charlie,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 14,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Tom,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Dale,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Stretch,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 107,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,John,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Incidental 48,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Frank,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Larry the Lobster,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Grubby Grouper,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Pearl Krabs,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Drink vendor,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,William Reiss,Seahorse,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,French Narrator,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,SpongeBob SquarePants,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Patrick Star,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Sandy Cheeks,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Squidward Tentacles,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Bubble Buddy,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Bubble Buddy,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Eugene H. Krabs,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Criminal,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidentals,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Harold,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 82,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Harold,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 41,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Carol,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 8,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 16,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 10,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 31,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 12,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 13,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 67,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Scooter,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 49,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Don the Whale,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 24,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Gale,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 45,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 47,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 21,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Steven,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 3,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 2,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 27,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 39,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 70,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 60,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 46,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 9,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Fred,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 37B,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Dodo,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 7,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Charlie,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 14,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Tom,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Dale,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Stretch,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 107,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,John,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Incidental 48,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Frank,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Larry the Lobster,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Grubby Grouper,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Pearl Krabs,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Drink vendor,Bubble Buddy
"February 3, 2001",Sean Dempsey,,2000,Derek Drymon,23b,Brad Abrell as Bubble Buddy,,,Dying for Pie,Big Pink Loser,5571-148,11 minutes,2,Big Pink Loser,Jay Lender,Chuck Klein,,,,8:15 pm,2.80,Doug Lawrence,Seahorse,Bubble Buddy
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Squidward Tentacles,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,SpongeBob SquarePants,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Eugene H. Krabs,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Incidentals,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Pirates,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Pirate 1,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Pirate 2,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Head pirate,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Pirate 4,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Incidental 37B,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Tom,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Incidental 8,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Harold,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Incidental 97,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,R. Tick Char,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Lenny,Dying for Pie
"January 27, 2001",Edgar Larrazbal,,2000,Derek Drymon,24a,,,,Imitation Krabs,Bubble Buddy,5571-147,11 minutes,2,Imitation Krabs,Aaron Springer,C.H. Greenblatt,,,,8:00 pm,3.43,Aaron Springer,Incidental 109,Dying for Pie
